"","FIPS","State","County","GROCPTH16","FFRPTH16","PctGROC15_FFRPTH15"
"1",1001,"AL","Autauga",0.0542711,0.7959767,0.936170255306747
"2",1003,"AL","Baldwin",0.139752975,0.751774622,0.843243242867332
"3",1005,"AL","Barbour",0.155195158,0.892372158,0.851851851781141
"4",1007,"AL","Bibb",0.220916361,0.309282905,0.583333333018986
"5",1009,"AL","Blount",0.086862861,0.39956916,0.821428571208309
"6",1011,"AL","Bullock",0.2873288,0.2873288,0.5
"7",1013,"AL","Butler",0.15026296,0.901577761,0.857142857278673
"8",1015,"AL","Calhoun",0.234823448,0.826230649,0.778688524304336
"9",1017,"AL","Chambers",0.207610404,0.860100246,0.805555555711653
"10",1019,"AL","Cherokee",0.19405418,0.58216254,0.75
"11",1021,"AL","Chilton",0.114077116,0.501939311,0.814814814995185
"12",1023,"AL","Choctaw",0.229885057,0.459770115,0.66666666715
"13",1025,"AL","Clarke",0.246406571,1.026694045,0.806451612776535
"14",1027,"AL","Clay",0.223713647,0.298284862,0.571428570881224
"15",1029,"AL","Cleburne",0.134471862,0.336179654,0.714285713678653
"16",1031,"AL","Coffee",0.13667337,0.780990687,0.851063829995904
"17",1033,"AL","Colbert",0.147256429,0.97557384,0.868852458768192
"18",1035,"AL","Conecuh",0.079904115,0.559328805,0.875
"19",1037,"AL","Coosa",0.092515496,0.092515496,0.5
"20",1039,"AL","Covington",0.160487883,0.722195474,0.81818181828481
"21",1041,"AL","Crenshaw",0.287624937,0.575249874,0.666666666666667
"22",1043,"AL","Cullman",0.182211317,0.765287529,0.807692307205195
"23",1045,"AL","Dale",0.121881856,0.710977492,0.853658536351086
"24",1047,"AL","Dallas",0.199595818,0.623736933,0.757575758091032
"25",1049,"AL","DeKalb",0.224668614,0.561671534,0.714285713922367
"26",1051,"AL","Elmore",0.098473658,0.480059084,0.829787234410321
"27",1053,"AL","Escambia",0.106734977,0.747144839,0.875
"28",1055,"AL","Etowah",0.136284874,0.82744388,0.858585858900294
"29",1057,"AL","Fayette",0.241867215,0.786068448,0.764705882181266
"30",1059,"AL","Franklin",0.316686196,0.538366533,0.629629629542999
"31",1061,"AL","Geneva",0.377130789,0.377130789,0.5
"32",1063,"AL","Greene",0.235626767,0.235626767,0.5
"33",1065,"AL","Hale",0.134707348,0.673536741,0.833333333539542
"34",1067,"AL","Henry",0.117013808,0.76058975,0.866666666362809
"35",1069,"AL","Houston",0.163190078,1.113532297,0.872180451133709
"36",1071,"AL","Jackson",0.211339315,0.61480528,0.744186046511628
"37",1073,"AL","Jefferson",0.162183382,1.074654375,0.868872549303975
"38",1075,"AL","Lamar",0.286758907,0.430138361,0.60000000027898
"39",1077,"AL","Lauderdale",0.205808122,0.769072455,0.788888888695133
"40",1079,"AL","Lawrence",0.090274434,0.451372171,0.833333333641037
"41",1081,"AL","Lee",0.113219652,0.9120472,0.889570552506266
"42",1083,"AL","Limestone",0.107619458,0.55962118,0.838709677032591
"43",1085,"AL","Lowndes",0.195293428,0.097646714,0.333333333333333
"44",1087,"AL","Macon",0.209731544,0.471895973,0.692307691856284
"45",1089,"AL","Madison",0.129100339,0.934574193,0.878627968315406
"46",1091,"AL","Marengo",0.153806716,0.922840297,0.857142857275544
"47",1093,"AL","Marion",0.100260678,0.634984292,0.86363636326543
"48",1095,"AL","Marshall",0.231474175,0.841724272,0.784313725344032
"49",1097,"AL","Mobile",0.134987899,0.665297504,0.831325301581191
"50",1099,"AL","Monroe",0.23178194,0.463563879,0.666666666187289
"51",1101,"AL","Montgomery",0.14996736,0.961555426,0.865079365093645
"52",1103,"AL","Morgan",0.151490923,0.757454616,0.833333333516696
"53",1105,"AL","Perry",0.313479624,0.208986416,0.4
"54",1107,"AL","Pickens",0.246123554,0.344572976,0.583333333615486
"55",1109,"AL","Pike",0.210748156,1.0236339,0.829268292603891
"56",1111,"AL","Randolph",0.133345186,0.444483954,0.769230769497018
"57",1113,"AL","Russell",0.206267081,0.825068326,0.800000000387847
"58",1115,"AL","St. Clair",0.160032921,0.628700761,0.797101449256988
"59",1117,"AL","Shelby",0.123180132,0.767506976,0.861702127611799
"60",1119,"AL","Sumter",0.154655119,0.618620476,0.8
"61",1121,"AL","Talladega",0.099519817,0.621998856,0.862068965469449
"62",1123,"AL","Tallapoosa",0.147877951,0.56686548,0.793103448613577
"63",1125,"AL","Tuscaloosa",0.121193318,0.828962294,0.872448979441485
"64",1127,"AL","Walker",0.154892272,0.697015226,0.818181818608668
"65",1129,"AL","Washington",0.180223477,0.120148985,0.40000000066584
"66",1131,"AL","Wilcox",0.643678161,0.275862069,0.3
"67",1133,"AL","Winston",0.251182652,0.460501528,0.647058823198796
"68",2013,"AK","Aleutians East",1.203369434,0.300842359,0.20000000026592
"69",2016,"AK","Aleutians West",0.696015312,0,0
"70",2020,"AK","Anchorage",0.110970623,0.6994512,0.863070539501007
"71",2050,"AK","Bethel",1.27919911,0.333704116,0.206896551895172
"72",2060,"AK","Bristol Bay",2.209944751,0,0
"73",2068,"AK","Denali",0.488997555,1.466992665,0.75
"74",2070,"AK","Dillingham",0.803858521,0.20096463,0.19999999980096
"75",2090,"AK","Fairbanks North Star",0.069581122,0.43736705,0.862745097343008
"76",2100,"AK","Haines",1.185302252,0.395100751,0.250000000158187
"77",2110,"AK","Juneau",0.123437741,0.864064188,0.875000000126582
"78",2122,"AK","Kenai Peninsula",0.290384845,0.751584306,0.721311475755965
"79",2130,"AK","Ketchikan Gateway",0.291396518,0.801340424,0.733333333211316
"80",2150,"AK","Kodiak Island",0.365523796,0.438628555,0.545454545341496
"81",2164,"AK","Lake and Peninsula",1.248439451,0,0
"82",2170,"AK","Matanuska-Susitna",0.09604026,0.345744936,0.782608695652174
"83",2180,"AK","Nome",1.916288452,0.100857287,0.0500000000247875
"84",2185,"AK","North Slope",0.826019618,0.309757357,0.272727272887355
"85",2188,"AK","Northwest Arctic",1.044113808,0.391542678,0.272727272727273
"86",2220,"AK","Sitka",0.45620438,0.45620438,0.5
"87",2240,"AK","Southeast Fairbanks",0.584795322,0.438596491,0.428571428292245
"88",2261,"AK","Valdez-Cordova",0.856531049,0.749464668,0.466666666708178
"89",2282,"AK","Yakutat",3.267973856,0,0
"90",2290,"AK","Yukon-Koyukuk",1.662971175,0,0
"91",4001,"AZ","Apache",0.126098104,0.168130806,0.571428572399633
"92",4003,"AZ","Cochise",0.127637509,0.462685972,0.783783784470535
"93",4005,"AZ","Coconino",0.142776576,0.913770087,0.864864864941606
"94",4007,"AZ","Gila",0.112576693,0.600409029,0.842105263084076
"95",4009,"AZ","Graham",0.158868854,0.397172134,0.714285713771878
"96",4011,"AZ","Greenlee",0.207835394,0.311753092,0.60000000076984
"97",4012,"AZ","La Paz",0.292354919,0.779613117,0.727272727187922
"98",4013,"AZ","Maricopa",0.110313666,0.721645077,0.867404884042429
"99",4015,"AZ","Mohave",0.082771381,0.594006378,0.877697841131331
"100",4017,"AZ","Navajo",0.12924429,0.572367571,0.815789473946764
"101",4019,"AZ","Pima",0.120491566,0.657765435,0.845177665160509
"102",4021,"AZ","Pinal",0.074678101,0.317984173,0.809815951404591
"103",4023,"AZ","Santa Cruz",0.217037439,0.520889853,0.705882352702033
"104",4025,"AZ","Yavapai",0.129254824,0.619531741,0.827380952007332
"105",4027,"AZ","Yuma",0.150878747,0.588913819,0.796052631596733
"106",5001,"AR","Arkansas",0.164699424,0.494098271,0.749999999620521
"107",5003,"AR","Ashley",0.097570495,0.73177871,0.882352940821834
"108",5005,"AR","Baxter",0.194434318,0.753432981,0.794871794601282
"109",5007,"AR","Benton",0.143020595,0.630063702,0.814999999928856
"110",5009,"AR","Boone",0.18821758,0.645317416,0.774193548077494
"111",5011,"AR","Bradley",0.182165953,0.455414883,0.714285714509776
"112",5013,"AR","Calhoun",0,0.193723363,1
"113",5015,"AR","Carroll",0.180323139,0.540969417,0.75
"114",5017,"AR","Chicot",0.366568915,0.458211144,0.555555555690272
"115",5019,"AR","Clark",0.088691796,1.019955654,0.92
"116",5021,"AR","Clay",0.265657169,0.398485754,0.60000000030114
"117",5023,"AR","Cleburne",0.278230454,0.71544974,0.720000000322035
"118",5025,"AR","Cleveland",0.242130751,0.242130751,0.5
"119",5027,"AR","Columbia",0.125088604,0.875620231,0.875000000374734
"120",5029,"AR","Conway",0.191433357,0.478583393,0.714285714498929
"121",5031,"AR","Craighead",0.198523364,0.794093457,0.800000000201488
"122",5033,"AR","Crawford",0.128495479,0.417610305,0.764705881598939
"123",5035,"AR","Crittenden",0.182481752,0.608272506,0.769230769036213
"124",5037,"AR","Cross",0.176087339,0.645653578,0.785714286148903
"125",5039,"AR","Dallas",0.269179004,0.538358008,0.666666666666667
"126",5041,"AR","Desha",0.33557047,0.838926174,0.714285714042449
"127",5043,"AR","Drew",0.107365257,0.751556796,0.874999999563406
"128",5045,"AR","Faulkner",0.106484932,0.688056486,0.865979381832553
"129",5047,"AR","Franklin",0.113179786,0.282949465,0.714285714285714
"130",5049,"AR","Fulton",0.083063377,0.332253509,0.80000000048156
"131",5051,"AR","Garland",0.162881371,0.8551272,0.840000000353632
"132",5053,"AR","Grant",0.221067757,0.276334697,0.555555556225704
"133",5055,"AR","Greene",0.15654702,0.58146036,0.787878787878788
"134",5057,"AR","Hempstead",0.13620267,0.635612458,0.823529411307419
"135",5059,"AR","Hot Spring",0.179393649,0.538180948,0.750000000348396
"136",5061,"AR","Howard",0.223247507,0.744158357,0.769230769310284
"137",5063,"AR","Independence",0.188709764,0.647004906,0.774193548618693
"138",5065,"AR","Izard",0.296515938,0.296515938,0.5
"139",5067,"AR","Jackson",0.173320238,0.462187301,0.727272727129678
"140",5069,"AR","Jefferson",0.213243866,0.824542947,0.794520547641609
"141",5071,"AR","Johnson",0.0381316,0.457578646,0.923076837108588
"142",5073,"AR","Lafayette",0.144341801,0.433025404,0.750000000433
"143",5075,"AR","Lawrence",0.180299297,0.360598594,0.666666666666667
"144",5077,"AR","Lee",0.106837607,0.320512821,0.75
"145",5079,"AR","Lincoln",0.072411296,0.362056481,0.833333333716944
"146",5081,"AR","Little River",0.160901046,0.482703138,0.75
"147",5083,"AR","Logan",0.092110717,0.506608944,0.846153846282325
"148",5085,"AR","Lonoke",0.083615536,0.487757292,0.853658536243869
"149",5087,"AR","Madison",0.124185036,0.186277554,0.6
"150",5089,"AR","Marion",0.18327326,0.427637608,0.70000000065476
"151",5091,"AR","Miller",0.159547796,0.50143593,0.758620689550835
"152",5093,"AR","Mississippi",0.233181765,0.676227119,0.74358974373072
"153",5095,"AR","Monroe",0.414651002,0.829302004,0.666666666666667
"154",5097,"AR","Montgomery",0.111744329,0.558721645,0.833333333333333
"155",5099,"AR","Nevada",0.119417244,0.358251732,0.75
"156",5101,"AR","Newton",0.254161901,0.254161901,0.5
"157",5103,"AR","Ouachita",0.208168533,0.707773013,0.772727272925777
"158",5105,"AR","Perry",0.194685097,0.194685097,0.5
"159",5107,"AR","Phillips",0.31496063,0.524934383,0.624999999851172
"160",5109,"AR","Pike",0.369788296,0.46223537,0.555555555555556
"161",5111,"AR","Poinsett",0.208263912,0.624791736,0.75
"162",5113,"AR","Polk",0.148949903,0.347549774,0.70000000020141
"163",5115,"AR","Pope",0.125289733,0.830044478,0.868852458587396
"164",5117,"AR","Prairie",0.362713094,0.362713094,0.5
"165",5119,"AR","Pulaski",0.144788748,0.927156019,0.864928910091876
"166",5121,"AR","Randolph",0.172334559,0.574448529,0.769230768921752
"167",5123,"AR","St. Francis",0.22810219,0.494221411,0.684210526024332
"168",5125,"AR","Saline",0.102060777,0.595354534,0.853658536900117
"169",5127,"AR","Scott",0.28957529,0.482625483,0.624999999838125
"170",5129,"AR","Searcy",0.251098556,0.502197112,0.666666666666667
"171",5131,"AR","Sebastian",0.141102323,0.807418847,0.851239669221089
"172",5133,"AR","Sevier",0.29489826,0.412857564,0.583333333333333
"173",5135,"AR","Sharp",0.175049597,0.525148792,0.750000000357042
"174",5137,"AR","Stone",0.16,0.8,0.833333333333333
"175",5139,"AR","Union",0.150500414,0.702335265,0.823529411695732
"176",5141,"AR","Van Buren",0.120322464,0.360967393,0.750000000519437
"177",5143,"AR","Washington",0.171353251,0.755711775,0.815165877048198
"178",5145,"AR","White",0.139526624,0.723001598,0.838235294288144
"179",5147,"AR","Woodruff",0.452966933,0.754944889,0.625000000206969
"180",5149,"AR","Yell",0.139625803,0.418877409,0.75
"181",6001,"CA","Alameda",0.225013247,0.782102495,0.776576576438818
"182",6005,"CA","Amador",0.346916447,0.560403491,0.617647058693865
"183",6007,"CA","Butte",0.19865357,0.697494758,0.778325123427558
"184",6009,"CA","Calaveras",0.242745228,0.66203244,0.731707317073171
"185",6011,"CA","Colusa",0.462000462,0.36960037,0.444444444711667
"186",6013,"CA","Contra Costa",0.17564737,0.615644033,0.778024417636697
"187",6015,"CA","Del Norte",0.218579235,0.364298725,0.625
"188",6017,"CA","El Dorado",0.171791788,0.590534272,0.774647887545652
"189",6019,"CA","Fresno",0.262369657,0.647246548,0.711560045261067
"190",6021,"CA","Glenn",0.286051418,0.536346408,0.652173912726272
"191",6023,"CA","Humboldt",0.351779786,0.710888317,0.668965517072643
"192",6025,"CA","Imperial",0.193391535,0.56912366,0.746376811546687
"193",6027,"CA","Inyo",0.277254076,0.831762227,0.749999999774575
"194",6029,"CA","Kern",0.211278904,0.681289728,0.763291139274543
"195",6031,"CA","Kings",0.186919631,0.594137399,0.760683760826018
"196",6033,"CA","Lake",0.375293198,0.516028147,0.578947368302955
"197",6035,"CA","Lassen",0.226215098,0.484746639,0.681818182009983
"198",6037,"CA","Los Angeles",0.195063168,0.814142434,0.806716126413258
"199",6039,"CA","Madera",0.245215079,0.503336216,0.672413793633207
"200",6041,"CA","Marin",0.267653671,0.722664913,0.729729730084516
"201",6043,"CA","Mariposa",0.285322986,0.456516777,0.615384615073538
"202",6045,"CA","Mendocino",0.525060211,0.61637503,0.539999999877347
"203",6047,"CA","Merced",0.252902804,0.531839719,0.677725118000264
"204",6049,"CA","Modoc",0.447377251,0.335532938,0.428571428388959
"205",6051,"CA","Mono",0.425501737,1.489256081,0.777777777951864
"206",6053,"CA","Monterey",0.256667041,0.605000882,0.702127659451006
"207",6055,"CA","Napa",0.282388157,0.578895721,0.67213114721741
"208",6057,"CA","Nevada",0.252390135,0.65621435,0.722222221916503
"209",6059,"CA","Orange",0.156087589,0.951945478,0.859130928806477
