"","FIPS","State","County","FFRPTH11","FFRPTH16","FFRPTH12","FFRPTH13","FFRPTH14","FFRPTH15"
"829",19079,"IA","Hamilton",0.323373432,0.198675497,NA,NA,NA,0.198675497
"830",19081,"IA","Hancock",0.354170356,0.367208299,NA,NA,NA,0.367208299
"831",19083,"IA","Hardin",0.172691688,0.465305648,NA,NA,NA,0.465305648
"832",19085,"IA","Harrison",0.677323219,0.568504832,NA,NA,NA,0.568504832
"833",19087,"IA","Henry",0.49424208,0.454522499,NA,NA,NA,0.454522499
"834",19089,"IA","Howard",0.209577701,0.323554789,NA,NA,NA,0.323554789
"835",19091,"IA","Humboldt",0.715819613,0.419683139,NA,NA,NA,0.419683139
"836",19093,"IA","Ida",0.425894378,0.287480236,NA,NA,NA,0.287480236
"837",19095,"IA","Iowa",0.428947852,0.37073653,NA,NA,NA,0.37073653
"838",19097,"IA","Jackson",0.354879594,0.309437855,NA,NA,NA,0.309437855
"839",19099,"IA","Jasper",0.600879469,0.463708028,NA,NA,NA,0.463708028
"840",19101,"IA","Jefferson",0.587751264,0.715386309,NA,NA,NA,0.715386309
"841",19103,"IA","Johnson",0.688241543,0.750172199,NA,NA,NA,0.750172199
"842",19105,"IA","Jones",0.337609723,0.245290424,NA,NA,NA,0.245290424
"843",19107,"IA","Keokuk",0.288544773,0.294782352,NA,NA,NA,0.294782352
"844",19109,"IA","Kossuth",0.454781705,0.594726756,NA,NA,NA,0.594726756
"845",19111,"IA","Lee",0.53439838,0.609472951,NA,NA,NA,0.609472951
"846",19113,"IA","Linn",0.733703145,0.748084723,NA,NA,NA,0.748084723
"847",19115,"IA","Louisa",0.351679269,0.26814444,NA,NA,NA,0.26814444
"848",19117,"IA","Lucas",0.33825685,0.350631136,NA,NA,NA,0.350631136
"849",19119,"IA","Lyon",0.256607647,0.33932813,NA,NA,NA,0.33932813
"850",19121,"IA","Madison",0.317783145,0.189945549,NA,NA,NA,0.189945549
"851",19123,"IA","Mahaska",0.489106269,0.405295866,NA,NA,NA,0.405295866
"852",19125,"IA","Marion",0.601286754,0.573169628,NA,NA,NA,0.573169628
"853",19127,"IA","Marshall",0.512782946,0.547808765,NA,NA,NA,0.547808765
"854",19129,"IA","Mills",0.133084908,0.265886732,NA,NA,NA,0.265886732
"855",19131,"IA","Mitchell",0.373761914,0.375340152,NA,NA,NA,0.375340152
"856",19133,"IA","Monona",0.64970222,0.68189567,NA,NA,NA,0.68189567
"857",19135,"IA","Monroe",0.372254622,0.38201961,NA,NA,NA,0.38201961
"858",19137,"IA","Montgomery",0.846660395,0.592066311,NA,NA,NA,0.592066311
"859",19139,"IA","Muscatine",0.701409834,0.792466903,NA,NA,NA,0.792466903
"860",19141,"IA","O'Brien",0.703333802,0.79017312,NA,NA,NA,0.79017312
"861",19143,"IA","Osceola",0.31680659,0.328731098,NA,NA,NA,0.328731098
"862",19145,"IA","Page",0.440722785,0.456472123,NA,NA,NA,0.456472123
"863",19147,"IA","Palo Alto",0.748743181,0.774165008,NA,NA,NA,0.774165008
"864",19149,"IA","Plymouth",0.524024508,0.634794684,NA,NA,NA,0.634794684
"865",19151,"IA","Pocahontas",0.277700639,0.438084112,NA,NA,NA,0.438084112
"866",19153,"IA","Polk",0.737212333,0.775115425,NA,NA,NA,0.775115425
"867",19155,"IA","Pottawattamie",0.716799863,0.74859905,NA,NA,NA,0.74859905
"868",19157,"IA","Poweshiek",0.529829395,0.601355784,NA,NA,NA,0.601355784
"869",19159,"IA","Ringgold",0.198059022,0.60132291,NA,NA,NA,0.60132291
"870",19161,"IA","Sac",0.293484641,0.101853738,NA,NA,NA,0.101853738
"871",19163,"IA","Scott",0.858750548,0.784678427,NA,NA,NA,0.784678427
"872",19165,"IA","Shelby",0.584014684,0.59972584,NA,NA,NA,0.59972584
"873",19167,"IA","Sioux",0.735640301,0.630535095,NA,NA,NA,0.630535095
"874",19169,"IA","Story",0.748923423,0.743678731,NA,NA,NA,0.743678731
"875",19171,"IA","Tama",0.39750142,0.232842424,NA,NA,NA,0.232842424
"876",19173,"IA","Taylor",0.158654609,0,NA,NA,NA,0
"877",19175,"IA","Union",0.717188621,0.484261501,NA,NA,NA,0.484261501
"878",19177,"IA","Van Buren",0.266169816,0.27567195,NA,NA,NA,0.27567195
"879",19179,"IA","Wapello",0.648563291,0.7371704,NA,NA,NA,0.7371704
"880",19181,"IA","Warren",0.407480484,0.385059684,NA,NA,NA,0.385059684
"881",19183,"IA","Washington",0.320821303,0.361843593,NA,NA,NA,0.361843593
"882",19185,"IA","Wayne",0.315756236,0,NA,NA,NA,0
"883",19187,"IA","Webster",0.636132316,0.707444493,NA,NA,NA,0.707444493
"884",19189,"IA","Winnebago",0.468033324,0.471653618,NA,NA,NA,0.471653618
"885",19191,"IA","Winneshiek",0.332652188,0.489979911,NA,NA,NA,0.489979911
"886",19193,"IA","Woodbury",0.877004931,0.934697732,NA,NA,NA,0.934697732
"887",19195,"IA","Worth",0.396510706,0.267558528,NA,NA,NA,0.267558528
"888",19197,"IA","Wright",0.537221796,0.702247191,NA,NA,NA,0.702247191
"889",20001,"KS","Allen",0.599745108,0.474420811,NA,NA,NA,0.474420811
"890",20003,"KS","Anderson",0.372254622,0.383926286,NA,NA,NA,0.383926286
"891",20005,"KS","Atchison",0.656559628,0.488609296,NA,NA,NA,0.488609296
"892",20007,"KS","Barber",0.812017864,0.854335754,NA,NA,NA,0.854335754
"893",20009,"KS","Barton",0.50536043,0.631711939,NA,NA,NA,0.631711939
"894",20011,"KS","Bourbon",0.803159092,0.749727372,NA,NA,NA,0.749727372
"895",20013,"KS","Brown",0.601684717,0.518564613,NA,NA,NA,0.518564613
"896",20015,"KS","Butler",0.607662626,0.780218461,NA,NA,NA,0.780218461
"897",20017,"KS","Chase",0,0.756429652,NA,NA,NA,0.756429652
"898",20019,"KS","Chautauqua",0,0,NA,NA,NA,0
"899",20021,"KS","Cherokee",0.515174223,0.692383778,NA,NA,NA,0.692383778
"900",20023,"KS","Cheyenne",0,0.374391614,NA,NA,NA,0.374391614
"901",20025,"KS","Clark",0.471698113,0.484261501,NA,NA,NA,0.484261501
"902",20027,"KS","Clay",0.351864884,0.742666172,NA,NA,NA,0.742666172
"903",20029,"KS","Cloud",0.637145588,0.659340659,NA,NA,NA,0.659340659
"904",20031,"KS","Coffey",0.942729201,0.838524197,NA,NA,NA,0.838524197
"905",20033,"KS","Comanche",0,0,NA,NA,NA,0
"906",20035,"KS","Cowley",0.386366772,0.477246568,NA,NA,NA,0.477246568
"907",20037,"KS","Crawford",0.459371172,0.410340583,NA,NA,NA,0.410340583
"908",20039,"KS","Decatur",0.3417635,0.352485019,NA,NA,NA,0.352485019
"909",20041,"KS","Dickinson",0.558971492,0.474158369,NA,NA,NA,0.474158369
"910",20043,"KS","Doniphan",0.125675506,0.129382844,NA,NA,NA,0.129382844
"911",20045,"KS","Douglas",0.863135227,0.84524487,NA,NA,NA,0.84524487
"912",20047,"KS","Edwards",0,0,NA,NA,NA,0
"913",20049,"KS","Elk",0,0.39824771,NA,NA,NA,0.39824771
"914",20051,"KS","Ellis",0.973845298,1.006140929,NA,NA,NA,1.006140929
"915",20053,"KS","Ellsworth",0.309693404,0.316906988,NA,NA,NA,0.316906988
"916",20055,"KS","Finney",0.619695541,0.648683713,NA,NA,NA,0.648683713
"917",20057,"KS","Ford",0.435628612,0.579693342,NA,NA,NA,0.579693342
"918",20059,"KS","Franklin",0.619051304,0.548009551,NA,NA,NA,0.548009551
"919",20061,"KS","Geary",0.652019844,0.73846853,NA,NA,NA,0.73846853
"920",20063,"KS","Gove",1.098901099,1.140684411,NA,NA,NA,1.140684411
"921",20065,"KS","Graham",0.378931413,0.778816199,NA,NA,NA,0.778816199
"922",20067,"KS","Grant",0.50671396,0.650618087,NA,NA,NA,0.650618087
"923",20069,"KS","Gray",0.164284541,0.16722408,NA,NA,NA,0.16722408
"924",20071,"KS","Greeley",1.593625498,0,NA,NA,NA,0
"925",20073,"KS","Greenwood",0.151308821,0.32615786,NA,NA,NA,0.32615786
"926",20075,"KS","Hamilton",0,0.380372765,NA,NA,NA,0.380372765
"927",20077,"KS","Harper",0.673627484,0.176056338,NA,NA,NA,0.176056338
"928",20079,"KS","Harvey",0.778097983,0.690170817,NA,NA,NA,0.690170817
"929",20081,"KS","Haskell",0,0.24764735,NA,NA,NA,0.24764735
"930",20083,"KS","Hodgeman",0.510986203,0,NA,NA,NA,0
"931",20085,"KS","Jackson",0.372467223,0.603363753,NA,NA,NA,0.603363753
"932",20087,"KS","Jefferson",0.369276219,0.106067034,NA,NA,NA,0.106067034
"933",20089,"KS","Jewell",0,0.692520776,NA,NA,NA,0.692520776
"934",20091,"KS","Johnson",0.750777914,0.706325806,NA,NA,NA,0.706325806
"935",20093,"KS","Kearny",0.756620429,0.512820513,NA,NA,NA,0.512820513
"936",20095,"KS","Kingman",0.507035112,0.539519827,NA,NA,NA,0.539519827
"937",20097,"KS","Kiowa",0,0.798722045,NA,NA,NA,0.798722045
"938",20099,"KS","Labette",0.374181478,0.688637482,NA,NA,NA,0.688637482
"939",20101,"KS","Lane",0.573394495,0.625,NA,NA,NA,0.625
"940",20103,"KS","Leavenworth",0.415298561,0.436871997,NA,NA,NA,0.436871997
"941",20105,"KS","Lincoln",0,0,NA,NA,NA,0
"942",20107,"KS","Linn",0.208073242,0.207770621,NA,NA,NA,0.207770621
"943",20109,"KS","Logan",0,0.355618777,NA,NA,NA,0.355618777
"944",20111,"KS","Lyon",0.802806851,0.658682635,NA,NA,NA,0.658682635
"945",20113,"KS","McPherson",0.446520574,0.704175762,NA,NA,NA,0.704175762
"946",20115,"KS","Marion",0.318902974,0.415904176,NA,NA,NA,0.415904176
"947",20117,"KS","Marshall",0.501002004,0.510152025,NA,NA,NA,0.510152025
"948",20119,"KS","Meade",0.442575791,0.470477535,NA,NA,NA,0.470477535
"949",20121,"KS","Miami",0.54987017,0.485392713,NA,NA,NA,0.485392713
"950",20123,"KS","Mitchell",0.795798186,0.646621403,NA,NA,NA,0.646621403
"951",20125,"KS","Montgomery",0.690091437,0.760641373,NA,NA,NA,0.760641373
"952",20127,"KS","Morris",0.68189567,0.899928006,NA,NA,NA,0.899928006
"953",20129,"KS","Morton",0.31466331,0.714285714,NA,NA,NA,0.714285714
"954",20131,"KS","Nemaha",0.198275007,0.198019802,NA,NA,NA,0.198019802
"955",20133,"KS","Neosho",0.304043782,0.373645535,NA,NA,NA,0.373645535
"956",20135,"KS","Ness",0.641642605,0.676589986,NA,NA,NA,0.676589986
"957",20137,"KS","Norton",0.530410184,0.544860153,NA,NA,NA,0.544860153
"958",20139,"KS","Osage",0.305997552,0.253340934,NA,NA,NA,0.253340934
"959",20141,"KS","Osborne",0,0.55187638,NA,NA,NA,0.55187638
"960",20143,"KS","Ottawa",0.164934851,0.168947457,NA,NA,NA,0.168947457
"961",20145,"KS","Pawnee",0.573230152,0.593295758,NA,NA,NA,0.593295758
"962",20147,"KS","Phillips",0.721891355,0.927127758,NA,NA,NA,0.927127758
"963",20149,"KS","Pottawatomie",0.40857091,0.678167253,NA,NA,NA,0.678167253
"964",20151,"KS","Pratt",0.933222729,1.044713748,NA,NA,NA,1.044713748
"965",20153,"KS","Rawlins",0,0,NA,NA,NA,0
"966",20155,"KS","Reno",0.838183935,0.793147208,NA,NA,NA,0.793147208
"967",20157,"KS","Republic",0.408914332,0.215007525,NA,NA,NA,0.215007525
"968",20159,"KS","Rice",0.792157639,0.917524722,NA,NA,NA,0.917524722
"969",20161,"KS","Riley",0.695296524,0.657294629,NA,NA,NA,0.657294629
"970",20163,"KS","Rooks",0.769526741,0.390625,NA,NA,NA,0.390625
"971",20165,"KS","Rush",0.622858922,0.650618087,NA,NA,NA,0.650618087
"972",20167,"KS","Russell",0.572327944,0.572246066,NA,NA,NA,0.572246066
"973",20169,"KS","Saline",1.021084499,0.944252769,NA,NA,NA,0.944252769
"974",20171,"KS","Scott",0.812512696,0.798243864,NA,NA,NA,0.798243864
"975",20173,"KS","Sedgwick",0.836464252,0.899264788,NA,NA,NA,0.899264788
"976",20175,"KS","Seward",0.561239908,0.439444542,NA,NA,NA,0.439444542
"977",20177,"KS","Shawnee",0.79375283,0.926165003,NA,NA,NA,0.926165003
"978",20179,"KS","Sheridan",0.399840064,0.402900886,NA,NA,NA,0.402900886
"979",20181,"KS","Sherman",1.156260324,1.009251472,NA,NA,NA,1.009251472
"980",20183,"KS","Smith",0.263782643,0.54377379,NA,NA,NA,0.54377379
"981",20185,"KS","Stafford",0,0.238095238,NA,NA,NA,0.238095238
"982",20187,"KS","Stanton",0.452079566,0.476190476,NA,NA,NA,0.476190476
"983",20189,"KS","Stevens",0.709597304,0.707338638,NA,NA,NA,0.707338638
"984",20191,"KS","Sumner",0.54656296,0.517174503,NA,NA,NA,0.517174503
"985",20193,"KS","Thomas",1.133644036,0.896172065,NA,NA,NA,0.896172065
"986",20195,"KS","Trego",1.015916018,0.698567936,NA,NA,NA,0.698567936
"987",20197,"KS","Wabaunsee",0.284454558,0.435413643,NA,NA,NA,0.435413643
"988",20199,"KS","Wallace",0,0,NA,NA,NA,0
"989",20201,"KS","Washington",0,0.179597701,NA,NA,NA,0.179597701
"990",20203,"KS","Wichita",0.443066017,0.469263257,NA,NA,NA,0.469263257
"991",20205,"KS","Wilson",0.54100844,0.230070171,NA,NA,NA,0.230070171
"992",20207,"KS","Woodson",0.30102348,0.625978091,NA,NA,NA,0.625978091
"993",20209,"KS","Wyandotte",0.639151511,0.675108565,NA,NA,NA,0.675108565
"994",21001,"KY","Adair",0.421407501,0.361215749,NA,NA,NA,0.361215749
"995",21003,"KY","Allen",0.29730935,0.337691157,NA,NA,NA,0.337691157
"996",21005,"KY","Anderson",0.464640833,0.677384393,NA,NA,NA,0.677384393
"997",21007,"KY","Ballard",0.120918984,0.372347027,NA,NA,NA,0.372347027
"998",21009,"KY","Barren",0.732444948,0.776450707,NA,NA,NA,0.776450707
"999",21011,"KY","Bath",0.426839679,0.488957705,NA,NA,NA,0.488957705
"1000",21013,"KY","Bell",0.872417644,0.882612533,NA,NA,NA,0.882612533
"1001",21015,"KY","Boone",0.929964612,0.998807625,NA,NA,NA,0.998807625
"1002",21017,"KY","Bourbon",0.800680578,0.69801067,NA,NA,NA,0.69801067
"1003",21019,"KY","Boyd",1.092741364,1.34865964,NA,NA,NA,1.34865964
"1004",21021,"KY","Boyle",0.730180807,0.836456103,NA,NA,NA,0.836456103
"1005",21023,"KY","Bracken",0.235155791,0.239520958,NA,NA,NA,0.239520958
"1006",21025,"KY","Breathitt",0.290170475,0.303283039,NA,NA,NA,0.303283039
"1007",21027,"KY","Breckinridge",0.197404136,0.250576326,NA,NA,NA,0.250576326
"1008",21029,"KY","Bullitt",0.545147522,0.467118636,NA,NA,NA,0.467118636
"1009",21031,"KY","Butler",0.472069237,0.472403748,NA,NA,NA,0.472403748
"1010",21033,"KY","Caldwell",0.614439324,1.109438149,NA,NA,NA,1.109438149
"1011",21035,"KY","Calloway",0.849820741,0.722170639,NA,NA,NA,0.722170639
"1012",21037,"KY","Campbell",0.713791551,0.804050677,NA,NA,NA,0.804050677
"1013",21039,"KY","Carlisle",0.198373339,0.622923588,NA,NA,NA,0.622923588
"1014",21041,"KY","Carroll",1.002643332,1.226530805,NA,NA,NA,1.226530805
"1015",21043,"KY","Carter",0.687807703,0.660647434,NA,NA,NA,0.660647434
"1016",21045,"KY","Casey",0.188619931,0.190343252,NA,NA,NA,0.190343252
"1017",21047,"KY","Christian",0.680577674,0.697009828,NA,NA,NA,0.697009828
"1018",21049,"KY","Clark",0.846548902,0.891638106,NA,NA,NA,0.891638106
"1019",21051,"KY","Clay",0.416743841,0.531837741,NA,NA,NA,0.531837741
"1020",21053,"KY","Clinton",0.393817072,0.684931507,NA,NA,NA,0.684931507
"1021",21055,"KY","Crittenden",0.648788927,0.545672815,NA,NA,NA,0.545672815
"1022",21057,"KY","Cumberland",0.436300175,0.445368171,NA,NA,NA,0.445368171
"1023",21059,"KY","Daviess",0.782013685,0.721124955,NA,NA,NA,0.721124955
"1024",21061,"KY","Edmonson",0.163759928,0.248591316,NA,NA,NA,0.248591316
"1025",21063,"KY","Elliott",0.25697032,0.26641801,NA,NA,NA,0.26641801
"1026",21065,"KY","Estill",0.477880939,0.557685605,NA,NA,NA,0.557685605
"1027",21067,"KY","Fayette",0.932414855,0.952822737,NA,NA,NA,0.952822737
"1028",21069,"KY","Fleming",0.275957227,0.275747966,NA,NA,NA,0.275747966
"1029",21071,"KY","Floyd",0.704367076,0.757391328,NA,NA,NA,0.757391328
"1030",21073,"KY","Franklin",0.811457784,0.816066559,NA,NA,NA,0.816066559
"1031",21075,"KY","Fulton",0.889547813,0.647249191,NA,NA,NA,0.647249191
"1032",21077,"KY","Gallatin",0.348513011,0.229147571,NA,NA,NA,0.229147571
"1033",21079,"KY","Garrard",0.296296296,0.229911484,NA,NA,NA,0.229911484
"1034",21081,"KY","Grant",0.646255756,0.682511643,NA,NA,NA,0.682511643
"1035",21083,"KY","Graves",0.505749574,0.484548293,NA,NA,NA,0.484548293
"1036",21085,"KY","Grayson",0.50481516,0.612088753,NA,NA,NA,0.612088753
"1037",21087,"KY","Green",0.446747677,0.545404963,NA,NA,NA,0.545404963
"1038",21089,"KY","Greenup",0.434440251,0.642547842,NA,NA,NA,0.642547842
"1039",21091,"KY","Hancock",0.349283968,0.343367289,NA,NA,NA,0.343367289
"1040",21093,"KY","Hardin",0.707114878,0.664215617,NA,NA,NA,0.664215617
"1041",21095,"KY","Harlan",0.652472527,0.777317145,NA,NA,NA,0.777317145
"1042",21097,"KY","Harrison",0.42812801,0.537981493,NA,NA,NA,0.537981493
"1043",21099,"KY","Hart",0.327994315,0.269876397,NA,NA,NA,0.269876397
"1044",21101,"KY","Henderson",0.755498953,0.691981662,NA,NA,NA,0.691981662
"1045",21103,"KY","Henry",0.390370852,0.37847726,NA,NA,NA,0.37847726
"1046",21105,"KY","Hickman",0.209161263,0,NA,NA,NA,0
"1047",21107,"KY","Hopkins",0.533686278,0.700096263,NA,NA,NA,0.700096263
"1048",21109,"KY","Jackson",0.298775022,0.299110147,NA,NA,NA,0.299110147
"1049",21111,"KY","Jefferson",0.874939873,0.860119765,NA,NA,NA,0.860119765
"1050",21113,"KY","Jessamine",0.613559669,0.669792364,NA,NA,NA,0.669792364
"1051",21115,"KY","Johnson",0.725937313,0.830782685,NA,NA,NA,0.830782685
"1052",21117,"KY","Kenton",0.461323625,0.57717077,NA,NA,NA,0.57717077
"1053",21119,"KY","Knott",0.245534344,0.386847195,NA,NA,NA,0.386847195
"1054",21121,"KY","Knox",0.752893936,0.702336866,NA,NA,NA,0.702336866
"1055",21123,"KY","Larue",0.634294172,0.4988242,NA,NA,NA,0.4988242
"1056",21125,"KY","Laurel",0.707940735,0.683447241,NA,NA,NA,0.683447241
"1057",21127,"KY","Lawrence",0.564546481,0.567966679,NA,NA,NA,0.567966679
"1058",21129,"KY","Lee",0.389105058,0.454683237,NA,NA,NA,0.454683237
"1059",21131,"KY","Leslie",0.177983448,0.287383849,NA,NA,NA,0.287383849
"1060",21133,"KY","Letcher",0.65619489,0.527495714,NA,NA,NA,0.527495714
"1061",21135,"KY","Lewis",0.145001088,0.371057514,NA,NA,NA,0.371057514
"1062",21137,"KY","Lincoln",0.363827465,0.410745092,NA,NA,NA,0.410745092
"1063",21139,"KY","Livingston",0.42091971,0.434074878,NA,NA,NA,0.434074878
"1064",21141,"KY","Logan",0.4845503,0.525190382,NA,NA,NA,0.525190382
"1065",21143,"KY","Lyon",0.474214582,0.371149326,NA,NA,NA,0.371149326
"1066",21145,"KY","McCracken",1.169697246,1.101894647,NA,NA,NA,1.101894647
"1067",21147,"KY","McCreary",0.492152895,0.341782968,NA,NA,NA,0.341782968
"1068",21149,"KY","McLean",0.631446011,0.749304218,NA,NA,NA,0.749304218
"1069",21151,"KY","Madison",0.684204318,0.725956867,NA,NA,NA,0.725956867
"1070",21153,"KY","Magoffin",0.378129018,0.631213508,NA,NA,NA,0.631213508
"1071",21155,"KY","Marion",0.550440352,0.731337826,NA,NA,NA,0.731337826
"1072",21157,"KY","Marshall",0.703887378,0.607552841,NA,NA,NA,0.607552841
"1073",21159,"KY","Martin",0.54487429,0.837030217,NA,NA,NA,0.837030217
"1074",21161,"KY","Mason",0.911784819,0.699382212,NA,NA,NA,0.699382212
"1075",21163,"KY","Meade",0.303531078,0.392660812,NA,NA,NA,0.392660812
"1076",21165,"KY","Menifee",0.155908949,0.155134967,NA,NA,NA,0.155134967
"1077",21167,"KY","Mercer",0.751915034,0.560931146,NA,NA,NA,0.560931146
"1078",21169,"KY","Metcalfe",0.19896538,0.1998002,NA,NA,NA,0.1998002
"1079",21171,"KY","Monroe",0.549802987,0.756215143,NA,NA,NA,0.756215143
"1080",21173,"KY","Montgomery",0.67284689,0.686887676,NA,NA,NA,0.686887676
"1081",21175,"KY","Morgan",0.437285912,0.377786173,NA,NA,NA,0.377786173
"1082",21177,"KY","Muhlenberg",0.666095727,0.676023693,NA,NA,NA,0.676023693
"1083",21179,"KY","Nelson",0.544711757,0.615222359,NA,NA,NA,0.615222359
"1084",21181,"KY","Nicholas",0,0.141582897,NA,NA,NA,0.141582897
"1085",21183,"KY","Ohio",0.458849539,0.537278889,NA,NA,NA,0.537278889
"1086",21185,"KY","Oldham",0.461011591,0.505081425,NA,NA,NA,0.505081425
"1087",21187,"KY","Owen",0.554733728,0.562693426,NA,NA,NA,0.562693426
"1088",21189,"KY","Owsley",0.207986689,0.22246941,NA,NA,NA,0.22246941
"1089",21191,"KY","Pendleton",0.341110656,0.343029638,NA,NA,NA,0.343029638
"1090",21193,"KY","Perry",0.766203462,0.773053562,NA,NA,NA,0.773053562
"1091",21195,"KY","Pike",0.724124118,0.827225651,NA,NA,NA,0.827225651
"1092",21197,"KY","Powell",0.633914422,0.813338756,NA,NA,NA,0.813338756
"1093",21199,"KY","Pulaski",0.62993118,0.671728059,NA,NA,NA,0.671728059
"1094",21201,"KY","Robertson",0,0,NA,NA,NA,0
"1095",21203,"KY","Rockcastle",0.467590157,0.652006402,NA,NA,NA,0.652006402
"1096",21205,"KY","Rowan",0.848932467,0.860585198,NA,NA,NA,0.860585198
"1097",21207,"KY","Russell",0.622031215,0.619020822,NA,NA,NA,0.619020822
"1098",21209,"KY","Scott",0.625456062,0.673955369,NA,NA,NA,0.673955369
"1099",21211,"KY","Shelby",0.629825748,0.536572802,NA,NA,NA,0.536572802
"1100",21213,"KY","Simpson",1.15593573,1.056435919,NA,NA,NA,1.056435919
"1101",21215,"KY","Spencer",0.517777011,0.548275673,NA,NA,NA,0.548275673
"1102",21217,"KY","Taylor",0.720201656,0.786256241,NA,NA,NA,0.786256241
"1103",21219,"KY","Todd",0.402900886,0.566251416,NA,NA,NA,0.566251416
"1104",21221,"KY","Trigg",0.562548344,0.419199329,NA,NA,NA,0.419199329
"1105",21223,"KY","Trimble",0.226834524,0.11591515,NA,NA,NA,0.11591515
"1106",21225,"KY","Union",0.458655484,0.608436993,NA,NA,NA,0.608436993
"1107",21227,"KY","Warren",0.708062413,0.767763434,NA,NA,NA,0.767763434
"1108",21229,"KY","Washington",0.596150571,0.741962077,NA,NA,NA,0.741962077
"1109",21231,"KY","Wayne",0.526592944,0.578229654,NA,NA,NA,0.578229654
"1110",21233,"KY","Webster",0.369795133,0.531349628,NA,NA,NA,0.531349628
"1111",21235,"KY","Whitley",0.836563398,0.830955876,NA,NA,NA,0.830955876
"1112",21237,"KY","Wolfe",0.135814206,0.138600139,NA,NA,NA,0.138600139
"1113",21239,"KY","Woodford",0.521648409,0.613238281,NA,NA,NA,0.613238281
"1114",22001,"LA","Acadia",0.501407175,0.50955414,NA,NA,NA,0.50955414
"1115",22003,"LA","Allen",0.349636766,0.428248852,NA,NA,NA,0.428248852
"1116",22005,"LA","Ascension",0.590930579,0.749045173,NA,NA,NA,0.749045173
"1117",22007,"LA","Assumption",0.172592337,0.307624698,NA,NA,NA,0.307624698
"1118",22009,"LA","Avoyelles",0.526378753,0.292397661,NA,NA,NA,0.292397661
"1119",22011,"LA","Beauregard",0.55417013,0.486512784,NA,NA,NA,0.486512784
"1120",22013,"LA","Bienville",0.771334409,0.507025931,NA,NA,NA,0.507025931
"1121",22015,"LA","Bossier",0.774851487,0.871273326,NA,NA,NA,0.871273326
"1122",22017,"LA","Caddo",0.758763721,0.81478657,NA,NA,NA,0.81478657
"1123",22019,"LA","Calcasieu",0.706866928,0.782527214,NA,NA,NA,0.782527214
"1124",22021,"LA","Caldwell",0.394944708,0.595770033,NA,NA,NA,0.595770033
"1125",22023,"LA","Cameron",0,0.14522219,NA,NA,NA,0.14522219
"1126",22025,"LA","Catahoula",0.486192143,0.302724521,NA,NA,NA,0.302724521
"1127",22027,"LA","Claiborne",0.472366556,0.433061123,NA,NA,NA,0.433061123
"1128",22029,"LA","Concordia",0.623950084,0.750225068,NA,NA,NA,0.750225068
"1129",22031,"LA","De Soto",0.224098006,0.367498438,NA,NA,NA,0.367498438
"1130",22033,"LA","East Baton Rouge",0.825101211,0.917961901,NA,NA,NA,0.917961901
"1131",22035,"LA","East Carroll",0.652997257,0.275900124,NA,NA,NA,0.275900124
"1132",22037,"LA","East Feliciana",0.398287364,0.460994724,NA,NA,NA,0.460994724
"1133",22039,"LA","Evangeline",0.325232097,0.326312667,NA,NA,NA,0.326312667
"1134",22041,"LA","Franklin",0.481510015,0.589275192,NA,NA,NA,0.589275192
"1135",22043,"LA","Grant",0.089405454,0.0448491,NA,NA,NA,0.0448491
"1136",22045,"LA","Iberia",0.544188071,0.574736237,NA,NA,NA,0.574736237
"1137",22047,"LA","Iberville",0.359787725,0.486071027,NA,NA,NA,0.486071027
"1138",22049,"LA","Jackson",0.611620795,0.567930839,NA,NA,NA,0.567930839
"1139",22051,"LA","Jefferson",0.80638844,0.891706672,NA,NA,NA,0.891706672
"1140",22053,"LA","Jefferson Davis",0.56980057,0.637551801,NA,NA,NA,0.637551801
"1141",22055,"LA","Lafayette",0.900278552,0.943138666,NA,NA,NA,0.943138666
"1142",22057,"LA","Lafourche",0.525713579,0.527292455,NA,NA,NA,0.527292455
"1143",22059,"LA","La Salle",0.803750837,0.730799894,NA,NA,NA,0.730799894
"1144",22061,"LA","Lincoln",0.68008416,0.776544169,NA,NA,NA,0.776544169
"1145",22063,"LA","Livingston",0.49170252,0.535408338,NA,NA,NA,0.535408338
"1146",22065,"LA","Madison",0.501043841,0.522420549,NA,NA,NA,0.522420549
"1147",22067,"LA","Morehouse",0.473140195,0.501659335,NA,NA,NA,0.501659335
"1148",22069,"LA","Natchitoches",0.482588707,0.487241954,NA,NA,NA,0.487241954
"1149",22071,"LA","Orleans",0.729216633,0.82438343,NA,NA,NA,0.82438343
"1150",22073,"LA","Ouachita",0.776226762,0.751894072,NA,NA,NA,0.751894072
"1151",22075,"LA","Plaquemines",0.720705443,0.471556565,NA,NA,NA,0.471556565
"1152",22077,"LA","Pointe Coupee",0.614115892,0.451345008,NA,NA,NA,0.451345008
"1153",22079,"LA","Rapides",0.734826217,0.749449268,NA,NA,NA,0.749449268
"1154",22081,"LA","Red River",0.440431623,0.579105861,NA,NA,NA,0.579105861
"1155",22083,"LA","Richland",0.478720858,0.391159789,NA,NA,NA,0.391159789
"1156",22085,"LA","Sabine",0.327533265,0.415058316,NA,NA,NA,0.415058316
"1157",22087,"LA","St. Bernard",0.607518036,0.720303837,NA,NA,NA,0.720303837
"1158",22089,"LA","St. Charles",0.553688712,0.605326877,NA,NA,NA,0.605326877
"1159",22091,"LA","St. Helena",0.273872558,0.095794616,NA,NA,NA,0.095794616
"1160",22093,"LA","St. James",0.504957767,0.513251213,NA,NA,NA,0.513251213
